1,1,2008-01-05
288,1,2008-01-05
575,1,2008-01-05
862,1,2008-01-05
246,18,2008-01-05
533,18,2008-01-05
820,18,2008-01-05
43,35,2008-01-05
330,35,2008-01-05
617,35,2008-01-05
904,35,2008-01-05
1,52,2008-01-05
288,52,2008-01-05
575,52,2008-01-05
862,52,2008-01-05
246,69,2008-01-05
533,69,2008-01-05
820,69,2008-01-05
43,86,2008-01-05
330,86,2008-01-05
617,86,2008-01-05
904,86,2008-01-05
1,103,2008-01-05
288,103,2008-01-05
575,103,2008-01-05
862,103,2008-01-05
246,120,2008-01-05
533,120,2008-01-05
820,120,2008-01-05
43,137,2008-01-05
330,137,2008-01-05
617,137,2008-01-05
904,137,2008-01-05
1,154,2008-01-05
288,154,2008-01-05
575,154,2008-01-05
862,154,2008-01-05
246,171,2008-01-05
533,171,2008-01-05
820,171,2008-01-05
43,188,2008-01-05
330,188,2008-01-05
617,188,2008-01-05
904,188,2008-01-05
1,205,2008-01-05
288,205,2008-01-05
575,205,2008-01-05
862,205,2008-01-05
246,222,2008-01-05
533,222,2008-01-05
820,222,2008-01-05
43,239,2008-01-05
330,239,2008-01-05
617,239,2008-01-05
904,239,2008-01-05
1,256,2008-01-05
288,256,2008-01-05
575,256,2008-01-05
862,256,2008-01-05
246,273,2008-01-05
533,273,2008-01-05
820,273,2008-01-05
43,290,2008-01-05
330,290,2008-01-05
617,290,2008-01-05
904,290,2008-01-05
1,307,2008-01-05
288,307,2008-01-05
575,307,2008-01-05
862,307,2008-01-05
246,324,2008-01-05
533,324,2008-01-05
820,324,2008-01-05
43,341,2008-01-05
330,341,2008-01-05
617,341,2008-01-05
904,341,2008-01-05
1,358,2008-01-05
288,358,2008-01-05
575,358,2008-01-05
862,358,2008-01-05
246,375,2008-01-05
533,375,2008-01-05
820,375,2008-01-05
43,392,2008-01-05
330,392,2008-01-05
617,392,2008-01-05
904,392,2008-01-05
1,409,2008-01-05
288,409,2008-01-05
575,409,2008-01-05
862,409,2008-01-05
246,426,2008-01-05
533,426,2008-01-05
820,426,2008-01-05
43,443,2008-01-05
330,443,2008-01-05
617,443,2008-01-05
904,443,2008-01-05
1,460,2008-01-05
288,460,2008-01-05
575,460,2008-01-05
862,460,2008-01-05
246,477,2008-01-05
533,477,2008-01-05
820,477,2008-01-05
43,494,2008-01-05
330,494,2008-01-05
617,494,2008-01-05
904,494,2008-01-05
1,511,2008-01-05
288,511,2008-01-05
575,511,2008-01-05
862,511,2008-01-05
246,528,2008-01-05
533,528,2008-01-05
820,528,2008-01-05
43,545,2008-01-05
330,545,2008-01-05
617,545,2008-01-05
904,545,2008-01-05
1,562,2008-01-05
288,562,2008-01-05
575,562,2008-01-05
862,562,2008-01-05
246,579,2008-01-05
533,579,2008-01-05
820,579,2008-01-05
43,596,2008-01-05
330,596,2008-01-05
617,596,2008-01-05
904,596,2008-01-05
1,613,2008-01-05
288,613,2008-01-05
575,613,2008-01-05
862,613,2008-01-05
246,630,2008-01-05
533,630,2008-01-05
820,630,2008-01-05
43,647,2008-01-05
330,647,2008-01-05
617,647,2008-01-05
904,647,2008-01-05
1,664,2008-01-05
288,664,2008-01-05
575,664,2008-01-05
862,664,2008-01-05
246,681,2008-01-05
533,681,2008-01-05
